X;Y
-87.616073912781;41.8286356118073
-87.6091736955752;41.841160202841
-87.6124228400209;41.8369813741356
-87.6166770334016;41.8261760105614
-87.6261923265295;41.8443169676567
-87.6137555229067;41.8375234020386
-87.618300850526;41.8320076694823
-87.6247584507479;41.8329781500283
-87.6143828579255;41.8365793333318
-87.6115811659223;41.8418031623977
-87.6202991891073;41.8406323057726
-87.6274761957477;41.8341485269912
-87.6258467114344;41.8380240688084
-87.6167911572845;41.8446478149135
-87.6109535877409;41.840026571093
-87.6054650794879;41.8356899953134
-87.6122567133047;41.8441881033555
-87.6156337917145;41.8370570972722
-87.6239832100213;41.8361372109638
-87.6156177856854;41.8264910121772
-87.6181622907021;41.841514557995
-87.6280088515669;41.8393722035987
-87.6143693063332;41.8355011382243
-87.6074200803097;41.8350264755966
-87.6099124229279;41.834240007594
-87.6177887915239;41.8260039137425
-87.620627835393;41.8412163499791
-87.625457315589;41.8304346708351
-87.6098281272308;41.8401464741476
-87.6174686702774;41.8329055139153
-87.6157434521722;41.8331429794042
-87.6063715380244;41.8359744968532
-87.6225760093768;41.8410968124029
-87.6217580480983;41.8259986513241
-87.6207062187283;41.8340021265071
-87.6121399543922;41.8443083897411
-87.6191531026374;41.8380963051611
-87.6064573434292;41.8325945704783
-87.6190228163244;41.8314147518255
-87.6189105532089;41.8410645058864
-87.6235304034993;41.8330459323035
-87.6220170550772;41.8350851257496
-87.6193027815665;41.8241735163657
-87.6183946983145;41.8249205158651
-87.6112335275153;41.8314009269478
-87.616646690127;41.8392325060807
-87.6287990412119;41.826832361246
-87.6265348315959;41.8302111548115
-87.6290422520474;41.8340766321112
-87.6171146580351;41.8342554830006
-87.6144895498774;41.8273839300399
-87.6296320655689;41.8412811225522
-87.6243027560832;41.8238239057278
-87.6295290221698;41.8438201912139
-87.6253852298663;41.8282357390495
-87.623377082031;41.8373314878347
-87.6209333281515;41.8317467145888
-87.6265911093814;41.8302532828132
-87.6206339975109;41.8292398332038
-87.628544818071;41.8324441606746
-87.6234187367084;41.8439073588218
-87.6296643119188;41.8410194359163
-87.618523602134;41.8446045715212
-87.6177321576217;41.8331768063752
-87.6063281862576;41.8312836282175
-87.6116472302901;41.8340696701448
-87.6190328281821;41.8450347201251
-87.6273322507708;41.8377610239845
-87.6181283149753;41.8274107282798
-87.615857854886;41.8435727777311
-87.6171471258532;41.8416169556343
-87.6083423852651;41.8412160982951
-87.6086094563902;41.8426998309087
-87.6271473617118;41.8334824239699
-87.6187347645224;41.8417424317398
-87.6120176077217;41.8449108249384
-87.6179486597592;41.845406826397
-87.6149665773977;41.8310840084045
-87.6201941289858;41.8442618401478
-87.6211691648096;41.8440593104793
-87.6121481121108;41.8313447981815
-87.6113487433365;41.8420189151861
-87.6085711521091;41.8318417245456
-87.6238425763314;41.8439793652051
-87.6219168069163;41.8292003447414
-87.6280453593598;41.82629457658
-87.6122670296565;41.8283576215362
-87.6212070562993;41.8304485661459
-87.6284264395801;41.8281619412401
-87.6111136119424;41.8422945356494
-87.6227417566754;41.8374463430306
-87.6169566684234;41.8332288192393
-87.625874635247;41.8396389448472
-87.6183558207845;41.8284796507363
-87.6225517969447;41.8312668108363
-87.6219941953709;41.8390115579754
-87.6126148627097;41.8405025853299
-87.6172515967452;41.8295904623511
-87.617423194177;41.8345604259655
-87.6166484795556;41.842050093515
-87.6228991067541;41.8385631362306
-87.6220360684313;41.8371502812409
-87.6140238016715;41.8277808142838
-87.6211394702169;41.8262763360133
-87.6263822212395;41.8272115680597
-87.6116850330835;41.8306415422579
-87.621604602303;41.8271823468177
-87.6179831219699;41.8430843011051
-87.6289928235356;41.8426033760017
-87.6198649848751;41.8321645987953
-87.6221993730173;41.8407862230415
-87.6280803467686;41.8410158812377
-87.6258067530064;41.8245730923521
-87.6202442114465;41.8319782806677
-87.6209215078329;41.8373812824943
-87.6030776703806;41.8175210023275
-87.6014751825159;41.8181009865861
-87.6005630316003;41.8256211949476
-87.6039097488693;41.8237982186529
-87.595130064287;41.8191595945375
-87.6072471680347;41.8300046950707
-87.5979426528918;41.8241843055274
-87.6060762738964;41.8294137251489
-87.6103429384001;41.8274456510063
-87.6043408187376;41.8199233077019
-87.6035945336075;41.8189968769018
-87.6086396598356;41.8290813062846
-87.6001622279458;41.8225625541447
-87.6049243003087;41.8255456412236
-87.6117960638037;41.8251999474965
-87.6009589948051;41.8266002286115
-87.6021122578285;41.8278224479537
-87.6100206893187;41.8241532898251
-87.6001022828986;41.8180494275578
-87.6050054790149;41.826067534774
-87.6108442123697;41.8267954302531
-87.6305899510916;41.7965438575893
-87.634772768846;41.8098537635145
-87.6327696208844;41.8015376034292
-87.6309649361695;41.8198848170468
-87.6294758970422;41.8067967984275
-87.6338136050606;41.8231199141138
-87.6311489784566;41.8234561788826
-87.6297856549149;41.7991724440387
-87.6335659880788;41.8141877601981
-87.6335849749389;41.8027468806991
-87.6319145730388;41.7981541678657
-87.6352063363807;41.8117726490106
-87.6316067220655;41.7989321463854
-87.6338013805402;41.8100756361257
-87.6299369064836;41.8034750976251
-87.6344889577232;41.8074272386541
-87.6319963532608;41.8016570102768
-87.6294043620127;41.8186760956471
-87.6350049000102;41.8019595142754
-87.6324242394915;41.7963926876087
-87.6361507788831;41.8138429167915
-87.6332418859094;41.8142059967572
-87.6336288530196;41.796110507836
-87.6296471171082;41.8224864820715
-87.6340642295362;41.8206232450012
-87.6336450371986;41.7950163207593
-87.6301700276262;41.8170344607061
-87.6353103163063;41.8152138578097
